date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2021-10-10,2021,10,10,40,6,1,0,11.78,1.84,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0096,BrandF Soap,Personal Care,Soap,BrandF,20,2.3,0.0,0,46.0,46.0,199,0,3,S054,9.83,0.512
2023-12-06,2023,12,6,49,2,0,0,9.05,0.89,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0027,BrandC Chips,Snacks,Chips,BrandC,56,14.15,0.0,0,792.4,792.4,337,0,4,S057,1.4,0.451
2021-04-20,2021,4,20,16,1,0,0,14.52,3.43,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,51,2.68,0.0,0,136.68,136.68,309,0,12,S012,3.62,0.28
2021-11-14,2021,11,14,45,6,1,0,10.57,8.01,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0092,BrandB Soap,Personal Care,Soap,BrandB,7,13.95,0.0,0,97.65,97.65,164,0,13,S032,7.81,0.377
2023-06-23,2023,6,23,25,4,0,0,16.72,1.98,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0061,BrandA Cheese,Dairy,Cheese,BrandA,20,12.3,0.0,0,246.0,246.0,119,0,2,S029,0.72,0.272
2021-12-17,2021,12,17,50,4,0,0,8.97,0.79,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,36,5.36,0.0,0,192.96,192.96,306,0,14,S026,1.56,0.327
2021-04-10,2021,4,10,14,5,1,0,14.25,2.68,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0042,BrandF Biscuits,Snacks,Biscuits,BrandF,74,5.63,0.15,1,416.62,354.13,286,0,2,S021,1.58,0.343
2023-05-08,2023,5,8,19,0,0,0,6.58,0.73,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0076,BrandD Softener,Home Care,Softener,BrandD,77,13.72,0.0,0,1056.44,1056.44,222,0,9,S052,1.67,0.453
2023-03-05,2023,3,5,9,6,1,0,8.82,0.98,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,86,5.36,0.0,0,460.96,460.96,317,0,13,S034,5.83,0.449
2021-06-21,2021,6,21,25,0,0,0,10.61,2.3,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0059,BrandE Milk,Dairy,Milk,BrandE,89,12.25,0.0,0,1090.25,1090.25,391,0,6,S056,8.41,0.478
2022-04-08,2022,4,8,14,4,0,0,16.83,0.96,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0099,BrandC Toothpaste,Personal Care,Toothpaste,BrandC,32,11.16,0.0,0,357.12,357.12,420,0,3,S035,4.5,0.434
2022-03-17,2022,3,17,11,3,0,0,10.09,1.59,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0082,BrandD Cleaner,Home Care,Cleaner,BrandD,22,9.87,0.0,0,217.14,217.14,350,0,13,S016,3.62,0.476
2023-09-21,2023,9,21,38,3,0,0,17.13,4.42,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0098,BrandB Toothpaste,Personal Care,Toothpaste,BrandB,21,5.75,0.0,0,120.75,120.75,350,0,10,S057,1.0,0.312
2022-01-30,2022,1,30,4,6,1,0,14.19,1.22,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0053,BrandE Yogurt,Dairy,Yogurt,BrandE,109,13.71,0.0,0,1494.39,1494.39,412,0,10,S038,3.63,0.397
2021-01-26,2021,1,26,4,1,0,0,16.38,0.86,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0052,BrandD Yogurt,Dairy,Yogurt,BrandD,52,5.4,0.0,0,280.8,280.8,302,0,3,S048,7.34,0.33
2023-02-05,2023,2,5,5,6,1,0,18.2,5.17,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0036,BrandF Chocolate,Snacks,Chocolate,BrandF,34,11.81,0.0,0,401.54,401.54,270,0,15,S057,2.59,0.506
2021-02-13,2021,2,13,6,5,1,0,13.44,3.06,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0012,BrandF Juice,Beverages,Juice,BrandF,27,5.09,0.2,1,137.43,109.94,232,0,5,S035,5.1,0.397
2022-09-23,2022,9,23,38,4,0,0,12.71,2.68,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0086,BrandB Shampoo,Personal Care,Shampoo,BrandB,53,10.49,0.0,0,555.97,555.97,148,0,2,S045,5.27,0.487
2022-04-04,2022,4,4,14,0,0,0,8.02,4.19,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0078,BrandF Softener,Home Care,Softener,BrandF,34,14.8,0.0,0,503.2,503.2,383,0,2,S011,5.01,0.372
2021-12-15,2021,12,15,50,2,0,0,11.8,1.84,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0072,BrandF Detergent,Home Care,Detergent,BrandF,45,7.96,0.0,0,358.2,358.2,285,0,11,S010,4.1,0.499
2023-01-25,2023,1,25,4,2,0,0,10.54,0.72,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,28,10.58,0.0,0,296.24,296.24,429,0,4,S014,8.13,0.291
2023-10-30,2023,10,30,44,0,0,0,10.15,1.15,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0088,BrandD Shampoo,Personal Care,Shampoo,BrandD,9,10.03,0.0,0,90.27,90.27,305,0,8,S051,3.47,0.351
2021-10-08,2021,10,8,40,4,0,0,8.24,1.13,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0050,BrandB Yogurt,Dairy,Yogurt,BrandB,0,1.36,0.0,0,0.0,0.0,277,1,3,S016,3.9,0.404
2022-04-02,2022,4,2,13,5,1,0,14.42,0.89,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0001,BrandA Soda,Beverages,Soda,BrandA,29,6.24,0.0,0,180.96,180.96,335,0,12,S056,3.6,0.508
2023-12-30,2023,12,30,52,5,1,0,15.64,1.05,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0022,BrandD Energy drink,Beverages,Energy drink,BrandD,32,1.48,0.0,0,47.36,47.36,251,0,15,S011,4.51,0.391
2022-04-20,2022,4,20,16,2,0,0,15.47,2.29,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0035,BrandE Chocolate,Snacks,Chocolate,BrandE,108,2.04,0.0,0,220.32,220.32,401,0,6,S044,3.22,0.319
2021-11-14,2021,11,14,45,6,1,0,12.68,3.72,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0030,BrandF Chips,Snacks,Chips,BrandF,57,1.63,0.0,0,92.91,92.91,335,0,9,S014,8.47,0.441
2023-11-07,2023,11,7,45,1,0,0,8.19,1.27,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,32,4.33,0.3,1,138.56,96.99,204,0,9,S004,0.52,0.3
2022-05-22,2022,5,22,20,6,1,0,9.79,3.5,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,0,2.68,0.15,1,0.0,0.0,256,1,14,S053,0.73,0.34
2023-02-21,2023,2,21,8,1,0,0,6.7,2.18,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0098,BrandB Toothpaste,Personal Care,Toothpaste,BrandB,22,5.75,0.0,0,126.5,126.5,197,0,15,S046,2.84,0.513
2023-12-05,2023,12,5,49,1,0,0,9.79,2.6,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0003,BrandC Soda,Beverages,Soda,BrandC,28,3.18,0.0,0,89.04,89.04,330,0,11,S032,5.6,0.092
2022-10-02,2022,10,2,39,6,1,0,12.36,2.18,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0041,BrandE Biscuits,Snacks,Biscuits,BrandE,73,13.08,0.0,0,954.84,954.84,301,0,3,S048,4.95,0.429
2023-06-14,2023,6,14,24,2,0,0,18.36,3.49,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0056,BrandB Milk,Dairy,Milk,BrandB,27,5.06,0.3,1,136.62,95.63,342,0,10,S017,0.93,0.265
2022-01-14,2022,1,14,2,4,0,0,17.24,0.88,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0012,BrandF Juice,Beverages,Juice,BrandF,14,5.09,0.0,0,71.26,71.26,443,0,10,S051,2.67,0.448
2022-10-09,2022,10,9,40,6,1,0,15.24,2.73,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0057,BrandC Milk,Dairy,Milk,BrandC,14,14.02,0.0,0,196.28,196.28,305,0,3,S041,2.7,0.432
2023-11-23,2023,11,23,47,3,0,0,11.49,3.38,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0007,BrandA Juice,Beverages,Juice,BrandA,41,12.65,0.2,1,518.65,414.92,374,0,5,S015,0.87,0.358
2021-05-26,2021,5,26,21,2,0,0,12.18,1.3,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0068,BrandB Detergent,Home Care,Detergent,BrandB,25,14.2,0.0,0,355.0,355.0,274,0,5,S039,2.65,0.489
2022-04-04,2022,4,4,14,0,0,0,5.49,4.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,24,5.49,0.0,0,131.76,131.76,355,0,1,S039,5.33,0.303
2022-10-01,2022,10,1,39,5,1,0,12.11,2.3,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0077,BrandE Softener,Home Care,Softener,BrandE,22,3.03,0.0,0,66.66,66.66,350,0,6,S001,8.29,0.506
2022-11-04,2022,11,4,44,4,0,0,19.27,0.99,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,54,10.9,0.0,0,588.6,588.6,347,0,12,S049,6.57,0.156
2021-07-02,2021,7,2,26,4,0,0,12.31,2.43,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0001,BrandA Soda,Beverages,Soda,BrandA,39,6.24,0.0,0,243.36,243.36,256,0,11,S005,3.88,0.404
2021-07-01,2021,7,1,26,3,0,0,16.82,7.97,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,40,11.8,0.0,0,472.0,472.0,367,0,6,S003,1.2,0.416
2023-03-14,2023,3,14,11,1,0,0,14.8,2.72,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0072,BrandF Detergent,Home Care,Detergent,BrandF,7,7.96,0.0,0,55.72,55.72,454,0,3,S008,6.39,0.221
2021-11-04,2021,11,4,44,3,0,0,12.28,3.08,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0004,BrandD Soda,Beverages,Soda,BrandD,14,1.81,0.0,0,25.34,25.34,209,0,1,S023,1.67,0.416
2022-09-16,2022,9,16,37,4,0,0,16.69,4.98,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,28,13.61,0.2,1,381.08,304.86,311,0,6,S013,9.27,0.375
2021-03-18,2021,3,18,11,3,0,0,9.25,6.07,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0019,BrandA Energy drink,Beverages,Energy drink,BrandA,95,5.26,0.0,0,499.7,499.7,320,0,13,S054,3.46,0.23
2021-10-21,2021,10,21,42,3,0,0,8.41,3.63,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,47,13.42,0.0,0,630.74,630.74,211,0,8,S047,9.34,0.238
2022-05-07,2022,5,7,18,5,1,0,12.46,0.98,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0060,BrandF Milk,Dairy,Milk,BrandF,141,13.5,0.0,0,1903.5,1903.5,293,0,2,S018,10.4,0.399
2023-08-01,2023,8,1,31,1,0,0,16.08,0.34,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0001,BrandA Soda,Beverages,Soda,BrandA,23,6.24,0.0,0,143.52,143.52,323,0,9,S044,6.49,0.442
2023-01-09,2023,1,9,2,0,0,0,13.02,2.59,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0066,BrandF Cheese,Dairy,Cheese,BrandF,138,6.84,0.0,0,943.92,943.92,279,0,9,S056,4.48,0.453
2021-05-13,2021,5,13,19,3,0,0,10.02,5.22,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0036,BrandF Chocolate,Snacks,Chocolate,BrandF,107,11.81,0.0,0,1263.67,1263.67,286,0,12,S059,9.74,0.36
2022-06-23,2022,6,23,25,3,0,0,8.87,1.96,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0064,BrandD Cheese,Dairy,Cheese,BrandD,23,12.45,0.0,0,286.35,286.35,426,0,12,S052,2.76,0.281
2023-09-01,2023,9,1,35,4,0,0,11.99,2.24,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0014,BrandB Water,Beverages,Water,BrandB,16,3.8,0.0,0,60.8,60.8,304,0,6,S015,0.85,0.432
2022-03-16,2022,3,16,11,2,0,0,12.79,2.1,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0077,BrandE Softener,Home Care,Softener,BrandE,87,3.03,0.0,0,263.61,263.61,332,0,9,S005,0.86,0.364
2023-04-06,2023,4,6,14,3,0,0,20.09,2.89,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0035,BrandE Chocolate,Snacks,Chocolate,BrandE,27,2.04,0.0,0,55.08,55.08,347,0,10,S046,7.61,0.351
2023-12-01,2023,12,1,48,4,0,0,8.24,0.74,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0035,BrandE Chocolate,Snacks,Chocolate,BrandE,8,2.04,0.0,0,16.32,16.32,216,0,6,S036,8.51,0.208
2023-11-25,2023,11,25,47,5,1,0,13.63,11.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0064,BrandD Cheese,Dairy,Cheese,BrandD,65,12.45,0.0,0,809.25,809.25,327,0,14,S048,1.39,0.455
2021-09-01,2021,9,1,35,2,0,0,13.98,0.7,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0095,BrandE Soap,Personal Care,Soap,BrandE,130,8.42,0.0,0,1094.6,1094.6,386,0,8,S049,5.91,0.252
2021-08-01,2021,8,1,30,6,1,0,16.21,4.41,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0061,BrandA Cheese,Dairy,Cheese,BrandA,0,12.3,0.0,0,0.0,0.0,283,1,5,S039,5.63,0.243
2022-04-01,2022,4,1,13,4,0,0,14.29,4.93,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0053,BrandE Yogurt,Dairy,Yogurt,BrandE,38,13.71,0.0,0,520.98,520.98,336,0,4,S050,9.95,0.36
2021-10-18,2021,10,18,42,0,0,0,13.49,3.0,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0051,BrandC Yogurt,Dairy,Yogurt,BrandC,25,1.44,0.0,0,36.0,36.0,349,0,12,S006,6.24,0.179
2022-03-14,2022,3,14,11,0,0,0,9.81,4.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0054,BrandF Yogurt,Dairy,Yogurt,BrandF,13,6.75,0.2,1,87.75,70.2,343,0,14,S046,6.57,0.395
2022-05-17,2022,5,17,20,1,0,0,14.54,0.81,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0053,BrandE Yogurt,Dairy,Yogurt,BrandE,63,13.71,0.0,0,863.73,863.73,128,0,11,S034,3.94,0.529
2022-10-18,2022,10,18,42,1,0,0,14.73,3.31,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0018,BrandF Water,Beverages,Water,BrandF,113,14.52,0.0,0,1640.76,1640.76,260,0,8,S044,6.67,0.429
2021-05-18,2021,5,18,20,1,0,0,16.63,3.55,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0088,BrandD Shampoo,Personal Care,Shampoo,BrandD,49,10.03,0.0,0,491.47,491.47,500,0,3,S015,9.3,0.508
2023-05-29,2023,5,29,22,0,0,0,12.0,2.37,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,20,10.67,0.0,0,213.4,213.4,292,0,11,S047,4.19,0.499
2022-08-08,2022,8,8,32,0,0,0,16.35,1.28,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0093,BrandC Soap,Personal Care,Soap,BrandC,71,4.61,0.0,0,327.31,327.31,415,0,12,S046,3.98,0.283
2022-06-29,2022,6,29,26,2,0,0,10.42,2.78,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0010,BrandD Juice,Beverages,Juice,BrandD,106,7.05,0.0,0,747.3,747.3,346,0,3,S050,0.55,0.328
2021-10-05,2021,10,5,40,1,0,0,13.11,2.65,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,162,3.26,0.0,0,528.12,528.12,322,0,12,S002,2.35,0.509
2021-11-25,2021,11,25,47,3,0,0,15.23,5.34,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,44,2.68,0.0,0,117.92,117.92,171,0,4,S021,1.54,0.358
2022-12-27,2022,12,27,52,1,0,0,13.2,9.53,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0010,BrandD Juice,Beverages,Juice,BrandD,103,7.05,0.0,0,726.15,726.15,243,0,3,S042,10.19,0.153
2023-05-23,2023,5,23,21,1,0,0,20.88,2.5,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,25,14.47,0.0,0,361.75,361.75,289,0,10,S043,3.16,0.401
2023-04-18,2023,4,18,16,1,0,0,12.17,2.26,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0064,BrandD Cheese,Dairy,Cheese,BrandD,58,12.45,0.0,0,722.1,722.1,337,0,14,S042,6.69,0.402
2023-01-30,2023,1,30,5,0,0,0,14.26,2.7,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0055,BrandA Milk,Dairy,Milk,BrandA,31,4.2,0.0,0,130.2,130.2,377,0,12,S042,4.75,0.4
2023-01-15,2023,1,15,2,6,1,0,12.38,1.28,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0017,BrandE Water,Beverages,Water,BrandE,38,1.91,0.0,0,72.58,72.58,220,0,12,S016,3.5,0.52
2021-05-22,2021,5,22,20,5,1,0,12.59,1.87,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0028,BrandD Chips,Snacks,Chips,BrandD,35,9.37,0.0,0,327.95,327.95,382,0,10,S033,1.41,0.357
2023-06-29,2023,6,29,26,3,0,0,13.73,0.85,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0093,BrandC Soap,Personal Care,Soap,BrandC,33,4.61,0.0,0,152.13,152.13,337,0,4,S057,1.42,0.121
2022-01-12,2022,1,12,2,2,0,0,13.91,1.47,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0077,BrandE Softener,Home Care,Softener,BrandE,41,3.03,0.0,0,124.23,124.23,314,0,4,S010,2.25,0.355
2023-03-14,2023,3,14,11,1,0,0,11.32,2.79,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0070,BrandD Detergent,Home Care,Detergent,BrandD,148,6.09,0.0,0,901.32,901.32,269,0,11,S043,7.57,0.436
2023-02-22,2023,2,22,8,2,0,0,7.18,7.27,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0017,BrandE Water,Beverages,Water,BrandE,64,1.91,0.0,0,122.24,122.24,362,0,13,S046,4.08,0.382
2022-01-07,2022,1,7,1,4,0,0,13.82,2.03,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0048,BrandF Nuts,Snacks,Nuts,BrandF,207,11.79,0.0,0,2440.53,2440.53,223,0,13,S009,5.8,0.304
2021-05-17,2021,5,17,20,0,0,0,10.97,4.28,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0009,BrandC Juice,Beverages,Juice,BrandC,84,5.26,0.0,0,441.84,441.84,357,0,10,S056,1.39,0.487
2022-05-26,2022,5,26,21,3,0,0,7.69,2.7,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0043,BrandA Nuts,Snacks,Nuts,BrandA,10,5.35,0.0,0,53.5,53.5,422,0,13,S036,1.21,0.389
2021-07-27,2021,7,27,30,1,0,0,17.14,3.27,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0100,BrandD Toothpaste,Personal Care,Toothpaste,BrandD,88,13.42,0.0,0,1180.96,1180.96,381,0,5,S039,5.06,0.514
2022-03-13,2022,3,13,10,6,1,0,10.97,4.67,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,13,4.19,0.0,0,54.47,54.47,326,0,4,S034,2.17,0.498
2022-01-01,2022,1,1,52,5,1,1,11.8,0.93,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0047,BrandE Nuts,Snacks,Nuts,BrandE,101,11.65,0.3,1,1176.65,823.66,374,0,13,S036,3.28,0.384
2022-08-15,2022,8,15,33,0,0,0,11.28,2.63,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0058,BrandD Milk,Dairy,Milk,BrandD,40,9.87,0.0,0,394.8,394.8,168,0,6,S038,0.52,0.258
2022-10-30,2022,10,30,43,6,1,0,15.07,3.53,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,33,2.68,0.1,1,88.44,79.6,373,0,3,S027,2.61,0.493
2022-07-23,2022,7,23,29,5,1,0,9.2,1.7,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,23,11.8,0.0,0,271.4,271.4,187,0,6,S055,3.86,0.394
2023-10-17,2023,10,17,42,1,0,0,12.6,1.52,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0087,BrandC Shampoo,Personal Care,Shampoo,BrandC,0,8.17,0.0,0,0.0,0.0,203,1,13,S044,8.33,0.356
2021-12-29,2021,12,29,52,2,0,0,10.64,0.19,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0046,BrandD Nuts,Snacks,Nuts,BrandD,71,2.67,0.0,0,189.57,189.57,338,0,15,S039,6.71,0.52
2021-05-08,2021,5,8,18,5,1,0,10.05,4.05,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0077,BrandE Softener,Home Care,Softener,BrandE,61,3.03,0.0,0,184.83,184.83,322,0,6,S010,2.23,0.409
2022-10-10,2022,10,10,41,0,0,0,12.22,1.62,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0041,BrandE Biscuits,Snacks,Biscuits,BrandE,23,13.08,0.0,0,300.84,300.84,149,0,11,S057,1.19,0.248
2023-07-10,2023,7,10,28,0,0,0,14.62,2.5,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,136,13.42,0.0,0,1825.12,1825.12,323,0,11,S004,6.49,0.343
2021-07-18,2021,7,18,28,6,1,0,14.83,6.05,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,25,13.61,0.0,0,340.25,340.25,362,0,4,S054,8.24,0.494
2023-09-12,2023,9,12,37,1,0,0,13.21,0.25,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0058,BrandD Milk,Dairy,Milk,BrandD,29,9.87,0.0,0,286.23,286.23,297,0,14,S039,4.85,0.326
2021-04-22,2021,4,22,16,3,0,0,17.38,3.66,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0073,BrandA Softener,Home Care,Softener,BrandA,57,4.99,0.0,0,284.43,284.43,250,0,11,S048,5.05,0.429
2021-08-21,2021,8,21,33,5,1,0,2.27,6.41,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0060,BrandF Milk,Dairy,Milk,BrandF,60,13.5,0.0,0,810.0,810.0,200,0,1,S025,1.73,0.47
2023-09-06,2023,9,6,36,2,0,0,10.51,2.73,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0026,BrandB Chips,Snacks,Chips,BrandB,39,14.57,0.0,0,568.23,568.23,316,0,9,S033,1.52,0.426
2023-03-13,2023,3,13,11,0,0,0,10.56,3.35,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,6,11.8,0.0,0,70.8,70.8,422,0,13,S039,3.06,0.389
2023-06-21,2023,6,21,25,2,0,0,15.03,5.2,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0015,BrandC Water,Beverages,Water,BrandC,46,9.29,0.0,0,427.34,427.34,286,0,8,S028,2.25,0.377
2022-05-14,2022,5,14,19,5,1,0,11.94,1.36,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0074,BrandB Softener,Home Care,Softener,BrandB,69,9.53,0.0,0,657.57,657.57,468,0,1,S046,6.72,0.492
2021-03-02,2021,3,2,9,1,0,0,10.27,1.88,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0016,BrandD Water,Beverages,Water,BrandD,10,9.51,0.0,0,95.1,95.1,485,0,15,S007,2.38,0.508
2023-08-14,2023,8,14,33,0,0,0,10.29,2.62,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0010,BrandD Juice,Beverages,Juice,BrandD,118,7.05,0.0,0,831.9,831.9,210,0,8,S010,4.87,0.229
2023-12-10,2023,12,10,49,6,1,0,12.78,4.54,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0075,BrandC Softener,Home Care,Softener,BrandC,110,1.72,0.1,1,189.2,170.28,256,0,1,S028,6.61,0.379
2022-11-29,2022,11,29,48,1,0,0,12.39,3.91,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0031,BrandA Chocolate,Snacks,Chocolate,BrandA,27,6.44,0.0,0,173.88,173.88,269,0,5,S021,3.67,0.335
2021-11-01,2021,11,1,44,0,0,0,20.04,1.31,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0051,BrandC Yogurt,Dairy,Yogurt,BrandC,17,1.44,0.0,0,24.48,24.48,323,0,5,S023,6.95,0.237
